Release Year,Title,Origin/Ethnicity,Director,Cast,Genre,Wiki Page,Plot
1935,Ladies Crave Excitement,American,Nick Grinde,"Norman Foster, Esther Ralston",comedy,https://en.wikipedia.org/wiki/Ladies_Crave_Excitement,"Don Phelan, the ace newsreel reporter, falls in love with Wilma Howell, the daughter of the owner of another newsreel company that is a bitter rival of the one Don works for. The rivalry, with cameramen jostling each other out of the way, acts of sabotage, and reporters fighting to get the 'scoop', does not bode well for the romance."
1935,The Lady in Scarlet,American,Charles Lamont,"Reginald Denny, Patricia Farr, Jamison Thomas",comedy,https://en.wikipedia.org/wiki/The_Lady_in_Scarlet,"In New York City, Dr. Phillip Boyer admires an antique clock at the premises of antique dealer Albert J. Sayre, who has apparently missed his appointment with him. Sayre is however, present and covertly watching Boyer. Deciding to buy and with Mrs. Sayre present, Boyer arranges with salesman Arthur Pennyward for the clock to be delivered that afternoon ""about 4.30 or a little after."" When Boyer departs, Sayre accuses his wife of a romantic interest in him and obliquely threatens her.
Sayre telephones his attorney Jerome T. Shelby who dismisses his suspicions about Mrs. Sayre and the ""4.30 or a little after"" being a coded signal for an illicit rendezvous, and asks him to bring his latest will to his office for signing.
About 5.30pm, Mrs. Sayre meets Dr. Boyer at a restaurant. Also present at the restaurant are Private Investigator Oliver Keith and his ""girl friday"" Ella Carey. When Boyer departs, Mrs. Sayre approaches Keith, asking for his help in finding out why a man has been watching the Sayre house and the reason for her husband's strange behavior. To reassure her, Keith escorts her home and together they find an unlocked front door, salesman Pennyward absent, and the dead body of Sayre in his office.
Soon after, Pennyward returns. He states that he left the premises about 4pm, delivering the clock to Dr. Boyer's home about 5.30 and setting the time correctly to 5.35.
Police are called and establish time of death at ""about 5 o'clock."" Mrs. Sayre says she went to her hairdressing salon at around 4pm. Questioning is interrupted by the arrival of Dr. Boyer who is returning the clock because it's not the one he ordered. Questioning is again interrupted by the arrival of Sayre's daughter Alice who accuses Mrs. Sayre, her stepmother, of being in love with Dr. Boyer and murdering her father for inheritance money. Dr. Boyer strongly denies any romantic interest in Mrs. Sayre. Fingerprints provide a lead to rival antique dealer F.W. Dyker but he cannot be found.
Questioning reveals that Pennyward and Alice married the previous day and when they told her father he fired Pennyward and told them he would disinherit her, a strong motive for murdering him before any change in the will. Boyer's alibi of being at his medical practice till 5.30 is found to be false as he left about 3.30.
Dyker, Pennyward and Alice, Boyer, and Mrs. Sayre are now all under suspicion. Dyker turns up at Keith's office in response to a fake art collection ad designed to lure him there, and is arrested by Inspector Trainey. In questioning, Pennyward reveals to Keith that Sayre ran a profitable enterprise selling fake antiques through Dyker, but they argued over payments.
Mrs. Sayre admits that neither she nor Boyer has told the entire truth as they were at the restaurant not long after the time of the murder, but their relationship was platonic. She genuinely loved her husband but he was a very difficult man.
The family assembles for the reading of the will by attorney Shelby. The estate is shared equally between Sayre's wife and daughter, as Sayre was murdered before signing the new will. Strangely, $100,000 in bonds which Alice knows should be hers upon marriage are not mentioned in the will. Shelby suggests the bonds may be in Sayre's personal effects in the safe but when it's opened by Mrs. Sayre, who alone knows the combination, the cash box is found to be empty. Alice accuses her of theft.
Arriving at Boyer's medical premises to interview him, Keith, Ella, and Inspector Trainey are told his whereabouts are not known. In a side room they discover the man who's been seen watching the Sayre home. Named Quigley, he's been doped with truth serum. Recovering, he reveals he was paid by Sayre to follow Mrs. Sayre and that she and Boyer were together much earlier on the afternoon of the murder than they had admitted.
Later that evening, Dr. Boyer is found murdered in his car.
Keith makes use of a planned meeting between Pennyward and his wife and attorney Shelby to hold a meeting of his own, with Mrs. Sayre, Dyker, Quigley, Inspector Trainey, and Ella also present. He disposes of each suspect's motive and alibi. Quigley is found to have not only followed Mrs. Sayre on behalf of Sayre but falsely led him to believe that she was being unfaithful, and then blackmailed him over it.
Several of the missing bonds are found in Pennyward's satchel and are identified by Shelby as exactly the same type as the missing bonds, despite his remark on the day of the reading of the will that he knew nothing of their type or denomination. Caught in a lie, Shelby is accused by Keith of murdering Sayre when he visited Sayre's home for the signing of the will, taking the $100,000 of bonds from the open safe, and planting some on Pennyward to implicate him. Shelby pulls a gun and fires it but is overpowered, with the bullet expected to provide ballistics evidence that he killed Boyer too.
Quigley is arrested for blackmailing both Sayre and Boyer, which had led Boyer to dope him and find out that while watching the Sayre house, Quigley had spotted Shelby entering and probably killing Sayre. Boyer had then confronted Shelby, but was killed by him. Quigley had been too afraid to mention any of this as he was guilty of blackmail and feared Shelby would kill him too.
Alice and her stepmother reconcile, Pennyward and Alice go off on their honeymoon, Dyker goes free but with his reputation even more tarnished."
1935,The Last Days of Pompeii,American,Merian C. Cooper,"Preston Foster, Basil Rathbone, Alan Hale","drama, adventure",https://en.wikipedia.org/wiki/The_Last_Days_of_Pompeii_(1935_film),"In the time of Jesus Christ, blacksmith Marcus (Preston Foster) is content with his life, beautiful wife Julia (Gloria Shea) and six-month-old son. However, when Julia and their child are run down by a chariot in the streets of Pompeii, Marcus spends the little money he has to pay for a doctor and medicine. Needing more, in desperation, he becomes a gladiator. He wins his fight, but in vain; his wife and child die.
Blaming his poverty, he becomes an embittered professional gladiator and grows wealthier with each victory. In one match, he kills his opponent, only to discover he has orphaned a young boy named Flavius (David Holt). Full of remorse, he adopts the boy and purchases a slave, Leaster (Wyrley Birch), to tutor him. However, the added responsibility makes him too cautious in the arena, and he is defeated and injured. The injury ends his second career.
When Cleon (William V. Mong), a slave dealer, offers him a job, Marcus is at first contemptuous, but eventually takes it. He raids an African village for slaves, where a father battles Marcus' raiders until his young son's life is threatened and he is forced to surrender. Marcus identifies with the father's grief at being unable to protect his son. He stops slaving and turns to trading instead.
One day, Marcus rescues a fortune teller, who foretells that Flavius will be saved by the greatest man in Judea. Marcus and Flavius travel to Jerusalem to see the man that Marcus thinks fits that description: Pontius Pilate (Basil Rathbone), the Roman governor. At an inn along the way, a man tells him that the greatest man is staying in the stable (similar to the one in which he was born), but Marcus does not believe him.
On learning that Marcus was once a great gladiator, Pilate employs him secretly to lead a band of cutthroats to raid the chief of the Ammonites, who has been causing him problems. Marcus comes away with many fine horses and much treasure, but when he goes to see his son, he finds that Flavius has been thrown from a horse and is near death. With no doctors around, Marcus desperately takes the boy to a noted healer and begs for his help. The healer is Jesus, who saves Flavius's life. When Marcus later reports back to Pilate with his share of the treasure, Pilate has sentenced Christ to death. The remorseful (as depicted in this film) Pilate is disheartened with guilt over his condemnation of an innocent man.
Marcus leaves the city quickly, but as his party is departing, one of the apostles recognizes him and begs him to rescue Jesus, carrying his cross through the streets, but Marcus refuses. As Marcus and Flavius leave Jerusalem, they see three crosses on Calvary behind them.
Years pass. Marcus has grown wealthy as the head of the arena in Pompeii. Flavius (played as an adult by John Wood) is now a young man. Flavious is haunted by the memory of the man who healed him, though his recollections are so vague that his father easily dismisses them as nonsense. One day, Marcus welcomes Pontius Pilate as a guest to his lavish home. When Flavius mentions his early childhood memories of a man speaking about love and compassion, Marcus assures him, as he has always insisted, that there was no such person. Pilate answers, ""Don't lie to him, Marcus. There was such a man."" Flavius asks, ""What happened to him?"", and the still-remorseful Pilate answers, ""I crucified him."" It is then that the memory of the three ""crosses on the hill"" comes flooding back to Flavius.
Unbeknownst to Marcus, Flavius has been secretly helping slaves escape from certain death in his father's arena. However, he is arrested with a group of the runaways and sentenced to die. When he discovers what has happened, Marcus tries to free Flavius, but in vain. Flavius is herded into the arena with the others, but as the fighting begins, Mount Vesuvius erupts. As Marcus wanders stunned through the streets with the panic-stricken populace, he sees the jailer who refused to release Flavius trying to free his own son from the rubble. The dying man begs Marcus for mercy for his son. Marcus angrily refuses, but then remembers begging Jesus for mercy for Flavius and rescues the boy. Marcus sees his faithful servant Burbix (Alan Hale) leading a group of slaves carrying his treasure on litters. He orders them to use the litters to rescue the injured instead. As they get to a ship, Marcus sees that one of those saved is Flavius and offers a prayer of thanksgiving. The prefect and his men try to get through a gate to take the ship for themselves. Marcus holds the gate shut, giving the boat enough time to get away at the cost of his life. He has a vision of Christ reaching out to him just before he dies."
1935,The Last Outpost,American,"Charles Barton, Louis J. Gasnier","Cary Grant, Claude Rains, Kathleen Burke","drama, war",https://en.wikipedia.org/wiki/The_Last_Outpost_(1935_film),"In Kurdistan during World War I, Michael Andrews (Cary Grant) is a British officer captured by Kurds, imprisoned, and awaiting execution. The local Turkish commander (Claude Raines) helps Andrews escape and confides that he is a British intelligence officer (initially ""Smith,"" later named as John Stevenson) in disguise. The two set out to warn friendly villagers of a pending Kurdish attack. After a difficult river crossing, and after Andrews flirts with a married tribal woman, Stevenson returns to espionage. Andrews, who has hurt his leg, goes to Cairo for medical treatment. There, Andrews falls in love with his nurse, Rosemary Haydon (Gertrude Michael), who ultimately refuses Andrews by saying she's secretly married to an unnamed man she'd known briefly a few years before.
Andrews transfers to the Sudan, where his patrol takes over a fort after finding that its troops had been massacred. Meanwhile Stevenson goes back to Haydon—revealed as his wife—who confesses her love for Andrews. Stevenson requests a transfer to the Sudan to confront Andrews. Shortly after Stevenson reaches the fort, thousands of African tribesman attack it. Realizing that a handful of men can't hold the fort, Andrews, Stevenson, and their troops set out over sand dunes and eventually enter the jungle with the tribesmen in hot pursuit. British troops appear out of nowhere, deus ex machina, defeat the tribesmen, and rescue Andrews. Stevenson, mortally wounded in the battle, dies a hero's death, presumably leaving Andrews free to marry widow Haydon."
1935,Let 'Em Have It,American,Sam Wood,"Richard Arlen, Virginia Bruce",crime,https://en.wikipedia.org/wiki/Let_%27Em_Have_It,An FBI agent tracks down a gang leader.
1935,Life Returns,American,Eugene Frenke,"Onslow Stevens, Lois Wilson","drama, science fiction",https://en.wikipedia.org/wiki/Life_Returns,A doctor who is convinced that the dead can be brought back to life gets the chance to prove his theory on a dog that has recently died.
1935,Little Big Shot,American,Michael Curtiz,"Robert Armstrong, Sybil Jason, Ward Bond",comedy,https://en.wikipedia.org/wiki/Little_Big_Shot,"Mortimer Thompson (Edward Everett Horton) and Steve Craig (Robert Armstrong) are a pair of sidewalk confidence men working Broadway one step ahead of the police selling phony watches. Broke, they arrange to have dinner with Gibbs, an old friend, thinking he will help them with some money. Gibbs and his young daughter Gloria (Sybil Jason) don't have much money, either, and think that Steve and Mortimer can help them. On top of needing money, Gibbs is in hiding from notorious gangster Kell Norton. After Steve, Mortimer, Gibbs and Gloria finish their dinner, Gibbs is shot and killed by Norton's men as the group leaves the restaurant. Steve and Mortimer hurry to leave before they too get shot, hastily leaving Gibbs' daughter Gloria behind. Steve reminds Mortimer that they forgot about Gloria. Despite Mortimer's protestations, Steve convinces him to go back for the girl.
Gloria stays with Steve and Mortimer for a night at their place. Gloria takes Mortimer's bed, so Mortimer has to sleep in the bathroom. Steve tries to put Gloria in an orphanage but feels bad when she begins to cry. Steve and Mortimer try to care for Gloria with the help of Jean (Glenda Farrell), a hat check girl at their residential hotel. Steve and Mortimer find out that Gloria can sing and dance, so they get her to perform on the street with them. Gloria also helps them sell their fake watches until Jean finds out. Jean expresses her displeasure, but Steve and Mortimer continue using Gloria.
Jean has Gloria put in an orphanage because Steve and Mortimer aren't responsible enough to take care of her. Steve wins a craps game with small-time hoodlum Jack Doré (Jack La Rue) to raise money, but Doré refuses to pay off the gambling debt and Steve threatens to get him. Later Norton kills Doré and passes Steve as he is arriving to ask Doré for his winnings again so he can adopt Gloria. Steve becomes the suspect for the crime. Norton realizes Steve is a witness against him and tries to find him to shut him up. To force Steve out of hiding, he kidnaps Gloria. Steve convinces the gangsters to let Gloria go and take him instead. Just as Norton's gang is about to kill Steve, the police (tipped off by Mortimer and Jean) arrive at the hideout. His name cleared, Steve marries Jean and they adopt Gloria. Steve, Jean, Gloria, and Mortimer move from the city and open a roadside café."
1935,The Little Colonel,American,David Butler,"Shirley Temple, Lionel Barrymore, Hattie McDaniel","comedy, drama",https://en.wikipedia.org/wiki/The_Little_Colonel_(1935_film),"Shortly after the American Civil War, southern belle Elizabeth Lloyd (Evelyn Venable) marries a northerner, Jack Sherman (John Lodge). Her father Colonel Lloyd (Lionel Barrymore) disowns her in anger and retaliation. Elizabeth and Jack move west where they become parents of a girl they name Lloyd Sherman (Shirley Temple).
Six years later, Lloyd Sherman is made an honorary colonel in the Army. Elizabeth returns to the south with little Lloyd and settles in a cottage near Colonel Lloyd’s mansion while her husband Jack remains in the west prospecting for gold. When Colonel Lloyd discovers his daughter living in the neighborhood, he treats her with disdain. Little Lloyd learns of her parents’ past from housekeeper Mom Beck (Hattie McDaniel), and, when she meets her grandfather for the first time, throws mud at him. The two eventually become contentious friends.
Elizabeth’s husband returns from the west with a fever. He has lost everything in his prospecting venture, but the family is saved from complete ruin when the Union Pacific Railroad requests right of way across Jack’s western property. Jack's former prospecting partners have heard of the Railroad’s offer and try to swindle Jack. They resort to holding the Sherman couple hostage until the deed to their valuable property is located.
Little Lloyd runs through dark woods for her grandfather but he refuses to help. He changes his mind when little Lloyd says she never wants to see him again. They arrive at the cottage just in time to save Elizabeth and Jack. The film ends with a brief Technicolor sequence featuring a 'pink party' for little Lloyd, her friends, and her reconciled family."
1935,The Littlest Rebel,American,David Butler,"Shirley Temple, John Boles, Jack Holt",drama,https://en.wikipedia.org/wiki/The_Littlest_Rebel,"The film opens in the ballroom of the Cary plantation on Virgie’s (Shirley Temple) sixth birthday. A family slave, Uncle Billy (Bill Robinson), dances for her party guests, but the celebration is brought abruptly to an end when a messenger arrives with news of the assault on Fort Sumter and a declaration of war. Virgie’s father (John Boles) is ordered to the Armory with horse and side-arms. He becomes a scout for the Confederate Army, crossing enemy lines to gather information. On these expeditions, he sometimes briefly visits his family at their plantation behind Union lines.
One day, Colonel Morrison (Jack Holt), a Union officer, arrives at the Cary plantation looking for Virgie‘s father. Virgie defies him, hitting him with a pebble from her slingshot and singing “Dixie”. After Morrison leaves, Cary arrives to visit his family but quickly departs when slaves warn of approaching Union troops. Led by the brutal Sgt. Dudley (Guinn Williams), the Union troops begin to loot the house. Colonel Morrison returns, puts an end to the plundering, and orders Dudley lashed. With this act, Morrison rises in Virgie’s esteem.
One stormy night, battle rages near the plantation. Virgie and her mother are forced to flee with Uncle Billy when their house is burned to the ground. Mrs. Cary (Karen Morley) falls gravely ill but finds refuge in a slave cabin. Her husband crosses enemy lines to be with his wife during her last moments. After his wife’s death, Cary makes plans to take Virgie to his sister in Richmond. When Colonel Morrison learns of the plan, he aids Cary by providing him with a Yankee uniform and a pass. The plan is foiled, and Cary and Morrison are sentenced to death.
The two are confined to a makeshift prison where Virgie and Uncle Billy visit them daily. A kindly Union officer urges Uncle Billy to appeal to President Lincoln for a pardon. Short on funds, Uncle Billy and Virgie sing and dance in public spaces and ‘pass the cap’. Once in Washington, they are ushered into Lincoln’s (Frank McGlynn Sr.) office where the President pardons Cary and Morrison after hearing Virgie’s story. The film ends with Virgie happily singing “Polly Wolly Doodle” to her father, Colonel Morrison and a group of soldiers."
1935,The Lives of a Bengal Lancer,American,Henry Hathaway,"Gary Cooper, Franchot Tone, Richard Cromwell","drama, adventure",https://en.wikipedia.org/wiki/The_Lives_of_a_Bengal_Lancer_(film),"On the northwest frontier of India during the British Raj, Scottish Canadian Lieutenant Alan McGregor (Gary Cooper), in charge of newcomers, welcomes two replacements to the 41st Bengal Lancers: Lieutenant John Forsythe (Franchot Tone) and Lieutenant Donald Stone (Richard Cromwell), the son of the unit's commander, Colonel Tom Stone (Guy Standing). Lieutenant Stone, a ""cub"" (meaning a newly commissioned officer), volunteered to serve on the Indian frontier in the belief that his father specifically sent for him; while Lieutenant Forsythe, an experienced cavalrymen and something of a teasing character, was sent out as a replacement for an officer who was killed in action. After their formal introduction, Lieutenant Stone realizes his father did not sent for him during a heated argument, a discovery that breaks his heart. In attempt to show impartiality, the colonel treats his son very properly. The Colonel's military behavior and adherence to protocol is misinterpreted by young Stone, who resents such treatment from the father he has not seen since he was a boy.
Lieutenant Barrett, (Colin Tapley) disguised as a native rebel in order to spy on Mohammed Khan (Douglass Dumbrille), reports that Khan is preparing an uprising against the British. He plans to intercept and hijack a military convoy transporting two million rounds of ammunition. When Khan discovers that Colonel Stone knows of his plan, he orders Tania Volkanskaya, a beautiful Russian agent, to seduce and kidnap Lieutenant Stone in an attempt to extract classified information about the ammunition caravan from him. When the colonel refuses to attempt his son's rescue, McGregor and Forsythe, appalled by the ""lack of concern"" the colonel has for his own son, leave the camp at night without orders. Disguised as native merchants trying to sell blankets, they successfully get inside Mohammed Khan's fortress. However, they are recognized by Tania, who met the two men before at a civil event. McGregor and Forsythe are taken prisoner.
During a seemingly friendly interrogation, Khan says ""We have ways of making men talk,"" and has the prisoners tortured. Their nails are ripped off and the sensitive skin underneath burned with bamboo slivers. When McGregor and Forsythe, despite the agonizing pain, refuse to speak, Stone cracks and reveals what he knows to end their torture. As a result, the ammunition convoy is captured.
After receiving news of the stolen ammunition, Colonel Stone takes the 41st to battle Mohammed Khan. From their cell, the captives see the overmatched Bengal Lancers deploy to assault Khan's fortress. They manage to escape and blow up the ammunition tower, young Stone redeeming himself by killing Khan with a dagger. With their ammunition gone, their leader dead, and their fortress in ruins as a result of the battle, the remaining rebels surrender. However, McGregor, who was principally responsible for the destruction of the ammunition tower, was killed when the tower exploded.
In recognition of their bravery and valor in battle, Lieutenants Forsythe and Stone are awarded the Distinguished Service Order. The late Lieutnant McGregor posthumously receives the Victoria Cross Great Britain's highest award for military valor, with Colonel Stone pinning the medal to the saddle cloth of McGregor's horse, as was the custom in the 41st Lancers."
1935,Living on Velvet,American,Frank Borzage,"George Brent, Kay Francis, Henry O'Neill","drama, romance",https://en.wikipedia.org/wiki/Living_on_Velvet,"One day, Terry Parker, an airplane pilot is in a plane crash that kills his family. He feels guilty for their death and feels like he should have died in the crash as well. Terry continues to get into trouble until his friend, Walter Pritcham, known as Gibraltar for his steady nature, brings him to a party. Terry meets the beautiful Amy Prentiss and they both fall in love.
Terry realizes that Amy is Gibraltar's girl and tries to leave Amy, but Gibraltar reunites the couple wanting Amy to be happy. Amy and Terry get married and Gibraltar gives them a house in the country on Long Island. Terry is unemployed for some time until he get the idea to fly commuters into New York.
However, Amy believes that Terry will not act responsibly and leaves him. Gibraltar tries to get Amy to go back to Terry, but she refuses. Terry is in a car crash and Amy and Gibraltar rush to see him. Terry and Amy realize that they do love each other and vow never leave each other ever again.[1]"
1935,Love in Bloom,American,Elliott Nugent,"George Burns, Gracie Allen, Dixie Lee","comedy, romance",https://en.wikipedia.org/wiki/Love_in_Bloom_(film),"Colonel Downey, a carnival owner, goes bankrupt and lands in jail. His daughter Gracie Downey decides to travel to New York City to find her sister Violet and ask for financial aid. George goes along with Gracie, and together they find Vi dining with songwriter Larry Deane, unaware that both Vi and Larry don't have a dollar left between them.
Vi and Larry each get a job in Pop Heinrich's music store, where she turns out to be good at sales by singing songs to customers with Larry's accompaniment. Vi is able to get her belongings back from the apartment where she was locked out, but gives what's left of her money to Gracie, then decides to go to work for the carnival. Larry then decides to use his earnings to become one of the carnival's new owners."
1935,Mad Love,American,Karl Freund,"Peter Lorre, Frances Drake, Colin Clive","drama, horror",https://en.wikipedia.org/wiki/Mad_Love_(1935_film),"Actress Yvonne Orlac (Frances Drake) rests after her final performance at the 'Théâtre des Horreurs' (styled after the Grand Guignol) in Paris, France. As she listens to her husband Stephen Orlac (Colin Clive) play the piano on the radio, she is greeted by Dr. Gogol (Peter Lorre), who has seen every show featuring Yvonne, and unaware of her marriage, is aghast to learn that she is moving to England with her husband. Gogol leaves the theater heartbroken, buys the wax figure of Yvonne's character, refers to it as Galatea (from the Greek myth), and arranges that it be delivered to his home the following day.
Stephen Orlac is on a train journey from Fontainebleau to Paris, where he sees murderer Rollo the Knife thrower (Edward Brophy), who is on the way to his execution by guillotine. (Gogol later witnesses the execution, along with the American reporter Reagan (Ted Healy)). Orlac's train crashes later that night, and Yvonne finds her husband with mutilated hands. She takes Stephen to Gogol in an attempt to reconstruct his hands, and Gogol agrees to do so. Gogol uses Rollo's hands for the transplant, and the operation is a success.
The Orlac couple are forced to sell many of their possessions to pay for the surgery, while Stephen finds he is unable to play the piano with his new hands. When a creditor comes to claim the Orlacs' piano, Stephen throws a fountain pen that barely misses his head. Stephen seeks help from his stepfather, Henry Orlac (Ian Wolfe). Henry denies the request, upset that Stephen did not follow in his line of business as a jeweler. A knife thrown in anger by Stephen misses Henry, but breaks the shop front's window. Gogol meanwhile asks Yvonne for her love, but she refuses. Stephen goes to Gogol's home and demands to know about his hands, and why they throw knives. Gogol suggests that Stephen's problem comes from childhood trauma, but later confirms to his assistant Dr. Wong (Keye Luke) that Stephen's hands had been Rollo's.
Gogol then suggests to Yvonne that she get away from Stephen, as the shock has affected his mind and she may be in danger. She angrily rejects Gogol, whose obsession grows. Henry Orlac is murdered, and Stephen receives a note that promises that he will learn the truth about his hands if he goes to a specific address that night. There, a man with metallic hands and dark glasses claims to be Rollo, brought back to life by Gogol. Rollo explains that Stephen's hands were his, and that Stephen used them to murder Henry. He also claims that Gogol transplanted his (Rollo's) head on to a new body...flashing a leather-and-metal neck brace as ""proof!""
Stephen returns to Yvonne and explains that his hands are those of Rollo, and that he must turn himself in to the police. A panic-stricken Yvonne goes to Gogol's home, and finds him completely mad (after he has come home and shed his elaborate disguise). Gogol assumes that his statue has come to life, embraces her, and begins to strangle her. Reagan, Stephen and the police arrive, but are only able to open the observation window. Stephen produces a knife and throws it at Gogol, then finds his way in. Gogol dies as Stephen and Yvonne embrace."
1935,Magnificent Obsession,American,John M. Stahl,"Robert Taylor, Irene Dunne, Ralph Morgan","drama, romance",https://en.wikipedia.org/wiki/Magnificent_Obsession_(1935_film),"The life of spoiled Robert Merrick (Robert Taylor) is saved through the use of a hospital's only pulmotor, but because the medical device cannot be in two places at once, it results in the death of Dr. Hudson, a selfless, brilliant surgeon and generous philanthropist. Merrick falls in love with Hudson's widow, Helen (Irene Dunne), though she holds him responsible for her husband's demise. One day, he insists on driving her home, and makes a pass at her. She gets out, and is struck by another car, losing her sight. Merrick confronts a friend of Helen's husband, wanting to know why a beautiful young woman would marry a middle-aged man. The doctor's friend tells him that her husband had a philosophy - to help people, but never let it be known that you are the one helping them. Only then, he believed, could there be true reward in life.
Merrick watches over Helen, and visits her during her recuperation, concealing his identity and calling himself Dr. Robert. His true identity is known to Helen's sister-in-law, Joyce (Betty Furness), who keeps it a secret. When he finds out that she is nearly penniless, Merrick secretly pays for specialists to try to restore her vision. Finally, she travels to Paris, and is told that her eyesight is gone forever. Robert follows her, confesses his true identity, and proposes marriage. She forgives him, but goes away, not wanting to be a burden to him.
Years later, Robert has become a brain surgeon. He learns that Helen urgently needs an operation, which he performs. When she awakens, her sight has miraculously returned."
